STT,Mã Tỉnh/TP,Tên Tỉnh/TP,Mã Quận/Huyện,Tên Quận/Huyện,Mã Trường,Tên Trường,Địa Chỉ,Khu Vực,Trường DTNT
3501,30,Hà Tĩnh,22,Huyện Nghi Xuân (từ 01/01/2019 không còn xã ĐBKK),120,THPT Nguyễn Du (từ 01/01/2019),"Thị trấn Tiên Điền, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
3502,30,Hà Tĩnh,22,Huyện Nghi Xuân (từ 01/01/2019 không còn xã ĐBKK),121,THPT Nguyễn Công Trứ (từ 01/01/2019),"Khối 5, Thị trấn Xuân An, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
3503,30,Hà Tĩnh,22,Huyện Nghi Xuân (từ 01/01/2019 không còn xã ĐBKK),122,THPT Nghi Xuân (từ 01/01/2019),"Xã Cổ Đạm, huyện Nghi Xuân, tỉnh Hà Tĩnh",KV2-NT,
3504,30,Hà Tĩnh,23,Huyện Đức Thọ (từ 20/6/2017 không còn xã ĐBKK),123,Trung tâm GDNN - GDTX Đức Thọ (từ 20/6/2017),Thôn Châu Lĩnh - Xã Tùng Ảnh - Huyện Đức Thọ - Tỉnh Hà Tĩnh.,KV2-NT,
3505,30,Hà Tĩnh,23,Huyện Đức Thọ (từ 20/6/2017 không còn xã ĐBKK),124,THPT Nguyễn Thị Minh Khai (từ 20/6/2017),"Thị trấn Đức Thọ, Huyện Đức Thọ, Tỉnh Hà Tĩnh",KV2-NT,
3506,30,Hà Tĩnh,23,Huyện Đức Thọ (từ 20/6/2017 không còn xã ĐBKK),125,THPT Trần Phú (từ 20/6/2017),"Xã Lâm Trung Thủy, Huyện Đức Thọ, Tỉnh Hà Tĩnh",KV2-NT,
3507,30,Hà Tĩnh,23,Huyện Đức Thọ (từ 20/6/2017 không còn xã ĐBKK),126,THPT Đức Thọ (từ 20/6/2017 đến 03/6/2021),"Xã Đức Lạng, Huyện Đức Thọ, Tỉnh Hà Tĩnh",KV1,
3508,30,Hà Tĩnh,23,Huyện Đức Thọ (từ 20/6/2017 không còn xã ĐBKK),127,THPT Đức Thọ (từ 04/6/2021),"Xã Đức Lạng, Huyện Đức Thọ, Tỉnh Hà Tĩnh",KV2-NT,
3509,30,Hà Tĩnh,23,Huyện Đức Thọ (từ 20/6/2017 không còn xã ĐBKK),128,THPT Lê Hồng Phong (từ 20/6/2017),"Xã Bùi La Nhân, Huyện Đức Thọ, Tinh Hà Tĩnh",KV2-NT,
3510,30,Hà Tĩnh,25,Huyện Hương Sơn (từ 04/6/2021 không còn xã ĐBKK),129,Trung tâm GDNN - GDTX Hương Sơn (từ 04/6/2021),"Thị trấn Phố Châu, Huyện Hương Sơn, Tỉnh Hà Tĩnh",KV2-NT,
3511,30,Hà Tĩnh,25,Huyện Hương Sơn (từ 04/6/2021 không còn xã ĐBKK),130,THPT Cao Thắng (từ 04/6/2021),"Xã Sơn Tây, huyện Hương Sơn, tỉnh Hà Tĩnh.",KV2-NT,
3512,30,Hà Tĩnh,25,Huyện Hương Sơn (từ 04/6/2021 không còn xã ĐBKK),131,THPT Hương Sơn (từ 04/6/2021),"Thị trấn Phố Châu, Huyện Hương Sơn, Tỉnh Hà Tĩnh",KV2-NT,
3513,30,Hà Tĩnh,25,Huyện Hương Sơn (từ 04/6/2021 không còn xã ĐBKK),132,THPT Lê Hữu Trác (từ 04/6/2021),"Xã Châu Bình, huyện Hương Sơn, tỉnh Hà Tĩnh",KV2-NT,
3514,30,Hà Tĩnh,25,Huyện Hương Sơn (từ 04/6/2021 không còn xã ĐBKK),133,THPT Lý Chính Thắng (từ 04/6/2021),"Xã An Hòa Thịnh, Huyện Hương Sơn, Tỉnh Hà Tĩnh",KV2-NT,
3515,30,Hà Tĩnh,25,Huyện Hương Sơn (từ 04/6/2021 không còn xã ĐBKK),134,THPT Nguyễn Khắc Viện (từ 04/6/2021),"Xã Sơn Bằng, Huyện Hương Sơn, Tỉnh Hà Tĩnh",KV2-NT,
3516,30,Hà Tĩnh,26,Huyện Vũ Quang (từ 04/6/2021 không còn xã ĐBKK),140,Trung tâm GDNN - GDTX Vũ Quang (từ 04/6/2021),"Thị trấn Vũ Quang, Huyện Vũ Quang, Tỉnh Hà Tĩnh",KV2-NT,
3517,30,Hà Tĩnh,26,Huyện Vũ Quang (từ 04/6/2021 không còn xã ĐBKK),141,THPT Vũ Quang (từ 04/6/2021),"Tổ dân phố 4, Thị trấn Vũ Quang, Huyện Vũ Quang, Tỉnh Hà Tĩnh",KV2-NT,
3518,30,Hà Tĩnh,26,Huyện Vũ Quang (từ 04/6/2021 không còn xã ĐBKK),142,THPT Cù Huy Cận (từ 04/6/2021),"Xã Đức Lĩnh, Huyện Vũ Quang, Tỉnh Hà Tĩnh",KV2-NT,
3519,31,Quảng Bình,00,Sở Giáo dục và Đào tạo,800,Học ở nước ngoài_31,,KV3,
3520,31,Quảng Bình,00,Sở Giáo dục và Đào tạo,900,"Quân nhân, Công an tại ngũ_31",,KV3,
3521,31,Quảng Bình,01,Thành phố Đồng Hới,002,THPT Đào Duy Từ,"Phường Đồng Hải, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3522,31,Quảng Bình,01,Thành phố Đồng Hới,003,THPT Đồng Hới,"Phường Đồng Sơn, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3523,31,Quảng Bình,01,Thành phố Đồng Hới,004,THPT Chuyên Võ Nguyên Giáp,"Phường Nam Lý, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3524,31,Quảng Bình,01,Thành phố Đồng Hới,005,THPT Phan Đình Phùng,"Phường Nam Lý, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3525,31,Quảng Bình,01,Thành phố Đồng Hới,006,Phổ thông dân tộc nội trú tỉnh,"Phường Bắc Lý, TP. Đồng Hới, Quảng Bình",KV2,DTNT
3526,31,Quảng Bình,01,Thành phố Đồng Hới,007,TT GD-DN Đồng Hới,"Xã Đức Ninh, TP. Đồng Hới, Quảng Bình",KV2,
3527,31,Quảng Bình,01,Thành phố Đồng Hới,049,Cao đẳng nghề Quảng Bình,"Phường Bắc Lý, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3528,31,Quảng Bình,01,Thành phố Đồng Hới,050,TC nghề số 9,"Phường Nam Lý, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3529,31,Quảng Bình,01,Thành phố Đồng Hới,057,THCS và THPT Chu Văn An,"Phường Phú Hải, Tp. Đồng Hới, Tỉnh Quảng Bình",KV2,
3530,31,Quảng Bình,01,Thành phố Đồng Hới,080,TT GDNN-GDTX Đồng Hới,"Xã Đức Ninh, TP. Đồng Hới, Quảng Bình",KV2,
3531,31,Quảng Bình,01,Thành phố Đồng Hới,083,Trung tâm GDTX Quảng Bình,"Phường Bắc Lý, TP. Đồng Hới, Quảng Bình",KV2,
3532,31,Quảng Bình,01,Thành phố Đồng Hới,601,TT GDTX Đồng Hới,"Phường Bắc Lý, TP. Đồng Hới, Quảng Bình",KV2,
3533,31,Quảng Bình,01,Thành phố Đồng Hới,602,TT KTTH HN-DN Đồng Hới,"Xã Đức Ninh, TP. Đồng Hới, Quảng Bình",KV2,
3534,31,Quảng Bình,01,Thành phố Đồng Hới,620,THPT Chuyên Quảng Bình,"Phường Nam Lý, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3535,31,Quảng Bình,01,Thành phố Đồng Hới,621,Cao đẳng Sư phạm Quảng Bình,"Phường Bắc Lý, TP. Đồng Hới, Tỉnh Quảng Bình",KV2,
3536,31,Quảng Bình,01,Thành phố Đồng Hới,801,Trường THPT - Khu vực 1,,KV1,
3537,31,Quảng Bình,01,Thành phố Đồng Hới,802,Trường THPT - KV2NT,,KV2-NT,
3538,31,Quảng Bình,01,Thành phố Đồng Hới,803,Trường THPT - KV2,,KV2,
3539,31,Quảng Bình,01,Thành phố Đồng Hới,804,Trường THPT - Khu vực 3,,KV3,
3540,31,Quảng Bình,02,Huyện Tuyên Hóa,009,THPT Tuyên Hoá (Trước 04/6/2021),"TT. Đồng Lê, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV1,
3541,31,Quảng Bình,02,Huyện Tuyên Hóa,010,THPT Lê Trực (Trước 04/6/2021),"Xã Tiến Hóa, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV1,
3542,31,Quảng Bình,02,Huyện Tuyên Hóa,011,THPT Phan Bội Châu (Trước 04/6/2021),"Xã Phong Hóa, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV1,
3543,31,Quảng Bình,02,Huyện Tuyên Hóa,012,THCS và THPT Bắc Sơn,"Xã Thanh Hóa, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV1,
3544,31,Quảng Bình,02,Huyện Tuyên Hóa,013,TT GD-DN Tuyên Hoá (Trước 04/6/2021),"TT. Đồng Lê, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV1,
3545,31,Quảng Bình,02,Huyện Tuyên Hóa,063,THPT Tuyên Hóa (Từ 04/6/2021),"Thị trấn Đồng Lê, huyện Tuyên Hóa, Tỉnh Quảng Bình",KV2-NT,
3546,31,Quảng Bình,02,Huyện Tuyên Hóa,064,THPT Lê Trực (Từ 04/6/2021),"Xã Tiến Hóa, huyện Tuyên Hóa, Tỉnh Quảng Bình",KV2-NT,
3547,31,Quảng Bình,02,Huyện Tuyên Hóa,065,THPT Phan Bội Châu (Từ 04/6/2021),"Xã Phong Hóa, huyện Tuyên Hóa, Tỉnh Quảng Bình",KV2-NT,
3548,31,Quảng Bình,02,Huyện Tuyên Hóa,066,TT GD-DN Tuyên Hóa (Từ 04/6/2021),"Thị trấn Đồng Lê, huyện Tuyên Hóa, Tỉnh Quảng Bình",KV2-NT,
3549,31,Quảng Bình,02,Huyện Tuyên Hóa,076,TT GDNN-GDTX Tuyên Hóa (Từ năm 2022),"TT. Đồng Lê, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV2-NT,
3550,31,Quảng Bình,02,Huyện Tuyên Hóa,603,TT GDTX Tuyên Hóa,"TT. Đồng Lê, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV1,
3551,31,Quảng Bình,02,Huyện Tuyên Hóa,604,TT KTTH HN-DN Tuyên Hóa,"TT. Đồng Lê, Huyện Tuyên Hoá, Tỉnh Quảng Bình",KV1,
3552,31,Quảng Bình,03,Huyện Minh Hóa,015,THPT Minh Hoá (Trước 04/6/2021),"TT. Quy Đạt, Huyện Minh Hoá, Tỉnh Quảng Bình",KV1,
3553,31,Quảng Bình,03,Huyện Minh Hóa,016,THCS và THPT Hoá Tiến,"Xã Hóa Tiến, Huyện Minh Hoá, Tỉnh Quảng Bình",KV1,
3554,31,Quảng Bình,03,Huyện Minh Hóa,017,TT GD-DN Minh Hoá (Trước 04/6/2021),"Xã Yên Hóa, Huyện Minh Hoá, Tỉnh Quảng Bình",KV1,
3555,31,Quảng Bình,03,Huyện Minh Hóa,046,THCS và THPT Trung Hoá (Trước 04/6/2021),"Xã Trung Hóa, Huyện Minh Hoá, Tỉnh Quảng Bình",KV1,
3556,31,Quảng Bình,03,Huyện Minh Hóa,067,THCS và THPT Trung Hóa (Từ 04/6/2021),"Xã Trung Hóa, huyện Minh Hóa, Tỉnh Quảng Bình",KV2-NT,
3557,31,Quảng Bình,03,Huyện Minh Hóa,068,THPT Minh Hóa (Từ 04/6/2021),"TT Quy Đạt, huyện Minh Hóa, Tỉnh Quảng Bình",KV2-NT,
3558,31,Quảng Bình,03,Huyện Minh Hóa,069,TT GD-DN Minh Hóa (Từ 04/6/2021),"Xã Yên Hóa, huyện Minh Hóa, Tỉnh Quảng Bình",KV2-NT,
3559,31,Quảng Bình,03,Huyện Minh Hóa,075,TT GDNN-GDTX Minh Hóa (Từ năm 2022),"Xã Yên Hóa, huyện Minh Hóa, Tỉnh Quảng Bình",KV2-NT,
3560,31,Quảng Bình,03,Huyện Minh Hóa,605,TT GDTX Minh Hóa,"TT. Quy Đạt, Huyện Minh Hoá, Tỉnh Quảng Bình",KV1,
3561,31,Quảng Bình,03,Huyện Minh Hóa,606,TT KTTH HN-DN Minh Hóa,"TT. Quy Đạt, Huyện Minh Hoá, Tỉnh Quảng Bình",KV1,
3562,31,Quảng Bình,04,Huyện Quảng Trạch,021,THPT Quang Trung (Trước năm 2018),"Xã Quảng Phú, Huyện Quảng Trạch, Tỉnh Quảng Bình",KV1,
3563,31,Quảng Bình,04,Huyện Quảng Trạch,059,THPT Quang Trung (Từ năm 2018),"Xã Quảng Phú, Huyện Quảng Trạch, Tỉnh Quảng Bình",KV2-NT,
3564,31,Quảng Bình,04,Huyện Quảng Trạch,074,THPT Nguyễn Bỉnh Khiêm (Từ 05/9/2021),"Xã Quảng Phương, huyện Quảng Trạch, Tỉnh Quảng Bình",KV2-NT,
3565,31,Quảng Bình,04,Huyện Quảng Trạch,607,THPT số 1 Quảng Trạch,"TT. Ba Đồn, Huyện Quảng Trạch (cũ), Tỉnh Quảng Bình",KV2-NT,
3566,31,Quảng Bình,04,Huyện Quảng Trạch,608,THPT số 2 Quảng Trạch,"Xã Quảng Hòa, Huyện Quảng Trạch (cũ), Tỉnh Quảng Bình",KV2-NT,
3567,31,Quảng Bình,04,Huyện Quảng Trạch,609,THPT số 4 Quảng Trạch,"TT. Ba Đồn, Huyện Quảng Trạch (cũ), Tỉnh Quảng Bình",KV2-NT,
3568,31,Quảng Bình,04,Huyện Quảng Trạch,610,TT GDTX Quảng Trạch,"Xã Quảng Long, Huyện Quảng Trạch (cũ), Tỉnh Quảng Bình",KV2-NT,
3569,31,Quảng Bình,04,Huyện Quảng Trạch,611,TT KTTH HN-DN Quảng Trạch,"TT. Ba Đồn, Huyện Quảng Trạch (cũ), Tỉnh Quảng Bình",KV2-NT,
3570,31,Quảng Bình,04,Huyện Quảng Trạch,618,THPT Số 3 Quảng Trạch,"Xã Quảng Phú, Huyện Quảng Trạch, Tỉnh Quảng Bình",KV1,
3571,31,Quảng Bình,05,Huyện Bố Trạch,025,THPT số 1 Bố Trạch,"TT. Hoàn Lão, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3572,31,Quảng Bình,05,Huyện Bố Trạch,026,THPT số 2 Bố Trạch,"Xã Cự Nẫm, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3573,31,Quảng Bình,05,Huyện Bố Trạch,027,THPT số 3 Bố Trạch,"Xã Bắc Trạch, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3574,31,Quảng Bình,05,Huyện Bố Trạch,028,THPT số 5 Bố Trạch,"TT. Hoàn Lão, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3575,31,Quảng Bình,05,Huyện Bố Trạch,029,THCS và THPT Việt Trung,"TT. NT Việt Trung, Huyện Bố Trạch, Tỉnh Quảng Bình",KV1,
3576,31,Quảng Bình,05,Huyện Bố Trạch,030,THPT số 4 Bố trạch,"Xã Phúc Trạch, Huyện Bố Trạch, Tỉnh Quảng Bình",KV1,
3577,31,Quảng Bình,05,Huyện Bố Trạch,031,TT GD-DN Bố Trạch,"Xã Trung Trạch, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3578,31,Quảng Bình,05,Huyện Bố Trạch,052,THPT Lê Quý Đôn,"TT. Hoàn Lão, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3579,31,Quảng Bình,05,Huyện Bố Trạch,053,THPT Hùng Vương,"Xã Cự Nẫm, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3580,31,Quảng Bình,05,Huyện Bố Trạch,054,THPT Trần Phú,"Xã Bắc Trạch, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3581,31,Quảng Bình,05,Huyện Bố Trạch,055,THPT Nguyễn Trãi (Trước 04/6/2021),"Xã Phúc Trạch, Huyện Bố Trạch, Tỉnh Quảng Bình",KV1,
3582,31,Quảng Bình,05,Huyện Bố Trạch,056,THPT Ngô Quyền,"TT. Hoàn Lão, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3583,31,Quảng Bình,05,Huyện Bố Trạch,072,THPT Nguyễn Trãi (Từ 04/6/2021),"Xã Phúc Trạch, huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3584,31,Quảng Bình,05,Huyện Bố Trạch,079,TT GDNN-GDTX Bố Trạch (Từ năm 2022),"Xã Trung Trạch, Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3585,31,Quảng Bình,05,Huyện Bố Trạch,612,TT GDTX Bố Trạch,"TT. Hoàn Lão,Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3586,31,Quảng Bình,05,Huyện Bố Trạch,613,TT KTTH HN-DN Bố Trạch,"TT. Hoàn Lão,Huyện Bố Trạch, Tỉnh Quảng Bình",KV2-NT,
3587,31,Quảng Bình,06,Huyện Quảng Ninh,033,THPT Quảng Ninh,"Xã Xuân Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3588,31,Quảng Bình,06,Huyện Quảng Ninh,034,THPT Ninh Châu,"Xã Võ Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3589,31,Quảng Bình,06,Huyện Quảng Ninh,035,TT GD-DN Quảng Ninh,"Xã Gia Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3590,31,Quảng Bình,06,Huyện Quảng Ninh,036,THPT Nguyễn Hữu Cảnh,"Xã Hiền Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3591,31,Quảng Bình,06,Huyện Quảng Ninh,058,"THPT Nguyễn Hữu Cảnh (Trước 2019), khu vực ưu tiên là KV1","Xã Hiền Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV1,
3592,31,Quảng Bình,06,Huyện Quảng Ninh,061,"THPT Nguyễn Hữu Cảnh (Từ 2019),khu vực ưu tiên mới (không còn là KV1 nữa)","Xã Hiền Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3593,31,Quảng Bình,06,Huyện Quảng Ninh,081,TT GDNN-GDTX Quảng Ninh (Từ năm 2022),"Xã Gia Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3594,31,Quảng Bình,06,Huyện Quảng Ninh,614,TT GDTX Quảng Ninh,"TT. Quán Hàu, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3595,31,Quảng Bình,06,Huyện Quảng Ninh,615,TT KTTH HN-DN Quảng Ninh,"Xã Gia Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình",KV2-NT,
3596,31,Quảng Bình,07,Huyện Lệ Thủy,038,THPT Lệ Thuỷ,"TT. Kiến Giang, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV2-NT,
3597,31,Quảng Bình,07,Huyện Lệ Thủy,039,THPT Hoàng Hoa Thám (Trước 04/6/2021),"TT. NT Lệ Ninh, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV1,
3598,31,Quảng Bình,07,Huyện Lệ Thủy,040,"THPT Trần Hưng Đạo (Trước năm 2021, KV1)","Xã Hưng Thủy, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV1,
3599,31,Quảng Bình,07,Huyện Lệ Thủy,041,THPT Nguyễn Chí Thanh,"TT. Kiến Giang, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV2-NT,
3600,31,Quảng Bình,07,Huyện Lệ Thủy,042,TT GD-DN Lệ Thuỷ,"TT. Kiến Giang, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV2-NT,
3601,31,Quảng Bình,07,Huyện Lệ Thủy,043,THPT KT Lệ Thuỷ,"Xã Phong Thủy, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV2-NT,
3602,31,Quảng Bình,07,Huyện Lệ Thủy,045,THCS và THPT Dương Văn An,"Xã Thanh Thủy, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV2-NT,
3603,31,Quảng Bình,07,Huyện Lệ Thủy,062,"THPT Trần Hưng Đạo (Từ năm 2021, KV2-NT)","Xã Hưng Thủy, Huyện Lệ Thủy, Tỉnh Quảng Bình",KV2-NT,
3604,31,Quảng Bình,07,Huyện Lệ Thủy,071,THPT Hoàng Hoa Thám (Từ 04/6/2021),"TT. NT Lệ Ninh, huyện Lệ Thủy, Tỉnh Quảng Bình",KV2-NT,
3605,31,Quảng Bình,07,Huyện Lệ Thủy,082,TT GDNN-GDTX Lệ Thủy (Từ năm 2022),"TT. Kiến Giang, Huyện Lệ Thủy, Tỉnh Quảng Bình",KV2-NT,
3606,31,Quảng Bình,07,Huyện Lệ Thủy,616,TT GDTX Lệ Thủy,"TT. Kiến Giang, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV2-NT,
3607,31,Quảng Bình,07,Huyện Lệ Thủy,617,TT KTTH HN-DN Lệ Thủy,"Xã Mai Thủy, Huyện Lệ Thuỷ, Tỉnh Quảng Bình",KV2-NT,
3608,31,Quảng Bình,08,Thị xã Ba Đồn,019,THPT Lương Thế Vinh,"Phường Ba Đồn, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3609,31,Quảng Bình,08,Thị xã Ba Đồn,020,THPT Lê Hồng Phong,"Xã Quảng Hòa, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3610,31,Quảng Bình,08,Thị xã Ba Đồn,022,THPT Nguyễn Bỉnh Khiêm (Trước 05/9/2021),"Phường Ba Đồn, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3611,31,Quảng Bình,08,Thị xã Ba Đồn,023,TT GD-DN Quảng Trạch,"Phường Quảng Long, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3612,31,Quảng Bình,08,Thị xã Ba Đồn,044,THPT Lê Lợi (Trước năm 2018),"Xã Quảng Lộc, TX. Ba Đồn, Tỉnh Quảng Bình",KV1,
3613,31,Quảng Bình,08,Thị xã Ba Đồn,051,TT GD-DN Ba Đồn,"Phường Ba Đồn, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3614,31,Quảng Bình,08,Thị xã Ba Đồn,060,THPT Lê Lợi (Từ năm 2018),"Xã Quảng Lộc, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3615,31,Quảng Bình,08,Thị xã Ba Đồn,077,TT GDNN-GDTX Ba Đồn (Từ năm 2022),"Phường Ba Đồn, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3616,31,Quảng Bình,08,Thị xã Ba Đồn,078,TT GDNN-GDTX Quảng Trạch (Từ năm 2022),"Phường Quảng Long, TX. Ba Đồn, Tỉnh Quảng Bình",KV2,
3617,31,Quảng Bình,08,Thị xã Ba Đồn,619,THPT Số 5 Quảng Trạch,"Xã Quảng Lộc, Huyện Quảng Trạch (cũ), Tỉnh Quảng Bình",KV1,
3618,32,Quảng Trị,00,Sở Giáo dục và Đào tạo,800,Học ở nước ngoài_32,"136 Quốc lộ 9, TP. Đông Hà",KV3,
3619,32,Quảng Trị,00,Sở Giáo dục và Đào tạo,900,"Quân nhân, Công an tại ngũ_32","136 Quốc lộ 9, TP. Đông Hà",KV3,
3620,32,Quảng Trị,01,Thành phố Đông Hà,024,THPT chuyên Lê Quý Đôn,Phường 5-TP. Đông Hà,KV2,
3621,32,Quảng Trị,01,Thành phố Đông Hà,025,THPT Đông Hà,Phường 1- TP. Đông Hà,KV2,
3622,32,Quảng Trị,01,Thành phố Đông Hà,026,THPT Lê Lợi,Phường 5- TP. Đông Hà,KV2,
3623,32,Quảng Trị,01,Thành phố Đông Hà,027,THPT Phan Châu Trinh,Phường 1- TP. Đông Hà,KV2,
3624,32,Quảng Trị,01,Thành phố Đông Hà,028,Trung tâm KTTH-HN tỉnh,Phường 1- TP. Đông Hà,KV2,
3625,32,Quảng Trị,01,Thành phố Đông Hà,051,Trung tâm GDTX Đông Hà,Phường 1-Thị xã Đông hà,KV2,
3626,32,Quảng Trị,01,Thành phố Đông Hà,063,TC nghề Quảng Trị,"Phường 5, TP Đông Hà",KV2,
3627,32,Quảng Trị,01,Thành phố Đông Hà,066,"TH, THCS và THPT Trưng Vương","Đông Hà, Quảng Trị",KV2,
3628,32,Quảng Trị,01,Thành phố Đông Hà,071,Trung tâm GDNN-GDTX TP. Đông Hà,"Phường 1, TP. Đông hà",KV2,
3629,32,Quảng Trị,01,Thành phố Đông Hà,080,Liên cấp Hội nhập quốc tế iSchool Quảng Trị,TP Đông Hà,KV2,
3630,32,Quảng Trị,01,Thành phố Đông Hà,084,Phổ thông liên cấp Cao đẳng sư phạm Quảng Trị,"Phường 3, TP. Đông hà",KV2,
3631,32,Quảng Trị,01,Thành phố Đông Hà,801,Trường THPT - Khu vực 1,,KV1,
3632,32,Quảng Trị,01,Thành phố Đông Hà,802,Trường THPT - KV2NT,,KV2-NT,
3633,32,Quảng Trị,01,Thành phố Đông Hà,803,Trường THPT - KV2,,KV2,
3634,32,Quảng Trị,01,Thành phố Đông Hà,804,Trường THPT - Khu vực 3,,KV3,
3635,32,Quảng Trị,02,Thị xã Quảng Trị,016,THPT Thị xã Quảng Trị,Phường1-Thị xã Quảng Trị,KV2,
3636,32,Quảng Trị,02,Thị xã Quảng Trị,017,Phổ thông DTNT tỉnh,Phường1-Thị xã Quảng Trị,KV2,DTNT
3637,32,Quảng Trị,02,Thị xã Quảng Trị,018,THPT Nguyễn Huệ,Phường1-Thị xã Quảng Trị,KV2,
3638,32,Quảng Trị,02,Thị xã Quảng Trị,053,Trung tâm GDTX TX Quảng trị,Phường1-Thị xã Quảng Trị,KV2,
3639,32,Quảng Trị,02,Thị xã Quảng Trị,057,Trung tâm KTTH-HN TX Quảng trị,Phường1-Thị xã Quảng Trị,KV2,
3640,32,Quảng Trị,02,Thị xã Quảng Trị,073,Trung tâm GDNN-GDTX TX. Quảng trị,"Phường1, TX. Quảng Trị",KV2,
3641,32,Quảng Trị,03,Huyện Vĩnh Linh,043,THPT Vĩnh Linh,Thị trấn Hồ Xá-H.Vĩnh Linh,KV2-NT,
3642,32,Quảng Trị,03,Huyện Vĩnh Linh,044,THPT Cửa Tùng,Xã Vĩnh Quang -H.Vĩnh Linh,KV2-NT,
3643,32,Quảng Trị,03,Huyện Vĩnh Linh,045,THPT Nguyễn Công Trứ,Thị trấn Hồ Xá-H.Vĩnh Linh,KV2-NT,
3644,32,Quảng Trị,03,Huyện Vĩnh Linh,046,THCS&THPT Bến Quan (trước 04/6/2021),TT Bến Quan-H.Vĩnh Linh,KV1,
3645,32,Quảng Trị,03,Huyện Vĩnh Linh,056,Trung tâm GDTX Vĩnh Linh,Thị trấn Hồ Xá-H.Vĩnh Linh,KV2-NT,
3646,32,Quảng Trị,03,Huyện Vĩnh Linh,058,Trung tâm KTTH-HN Vĩnh Linh,Thị trấn Hồ Xá-H.Vĩnh Linh,KV2-NT,
3647,32,Quảng Trị,03,Huyện Vĩnh Linh,067,THCS&THPT Bến Hải,"Xã Vĩnh Lâm, H. Vĩnh Linh",KV2-NT,
3648,32,Quảng Trị,03,Huyện Vĩnh Linh,076,Trung tâm GDNN-GDTX Vĩnh Linh,"TT Hồ Xá, H. Vĩnh Linh",KV2-NT,
3649,32,Quảng Trị,03,Huyện Vĩnh Linh,081,THPT Bến Quan (trước 01/9/2015),"TT Bến Quan, H.Vĩnh Linh",KV1,
3650,32,Quảng Trị,03,Huyện Vĩnh Linh,082,THPT Bến Hải (trước 22/8/2018),"Xã Vĩnh Lâm, H. Vĩnh Linh",KV2-NT,
